unitid,institution name,year,F1011_F2_RV.Private gifts - Total,DRVF2011_RV.Tuition and fees as a percent of core revenues (FASB),DRVF2011_RV.Endowment assets (year end) per FTE enrollment (FASB)
217606,Northpoint Bible College,2011,2489283,47,1572
217624,Allen University,2011,405383,58,
217633,Anderson University,2011,1379074,77,14770
217688,Charleston Southern University,2011,2289012,77,4517
217721,Benedict College,2011,1609189,71,6392
217776,Southern Wesleyan University,2011,2480856,83,2259
217873,Claflin University,2011,3448334,47,10197
217891,Clinton College,2011,263838,17,3082
217907,Coker College,2011,3309138,57,24556
217925,Columbia International University,2011,6244817,51,4620
217934,Columbia College,2011,2924613,62,16122
217961,Converse College,2011,4678505,54,50516
217998,Erskine College,2011,3301284,37,59410
218070,Furman University,2011,14328714,33,193429
218238,Limestone College,2011,2318595,84,4787
218265,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,2011,2448941,15,167888
218399,Morris College,2011,1083996,64,9505
218414,Newberry College,2011,0,56,18230
218441,North Greenville University,2011,5535877,62,7506
218539,Presbyterian College,2011,10856341,34,63124
218751,Sherman College of Straight Chiropractic,2011,251617,79,1397
218919,Voorhees College,2011,0,39,7463
218973,Wofford College,2011,9216476,37,99462
219000,Augustana College,2011,6531066,55,28892
219091,Dakota Wesleyan University,2011,0,31,28346
219198,Mount Marty College,2011,2350146,60,18113
219240,Sioux Falls Seminary,2011,757944,47,44205
219295,Presentation College,2011,1561101,60,17925
219374,Sinte Gleska University,2011,393622,12,4593
219383,University of Sioux Falls,2011,1839609,69,14133
219505,American Baptist College,2011,1028052,30,36585
219578,Aquinas College,2011,1403439,59,17021
219639,Baptist Memorial College of Health Sciences,2011,0,90,15080
219709,Belmont University,2011,4170281,90,12784
219718,Bethel University,2011,2902005,86,1220
219790,Bryan College-Dayton,2011,1448559,79,4264
219806,Carson-Newman University,2011,8141675,65,23339
219833,Christian Brothers University,2011,4545759,47,14772
219842,Pentecostal Theological Seminary,2011,182138,49,80553
219949,Cumberland University,2011,1366300,73,7490
219976,Lipscomb University,2011,6912132,75,15644
220136,Emmanuel Christian Seminary,2011,2895809,8,55696
220181,Fisk University,2011,3693296,31,24933
220206,Welch College,2011,1553787,55,5160
220215,Freed-Hardeman University,2011,6323360,64,16867
220312,Hiwassee College,2011,1019631,40,63288
220473,Johnson University,2011,3539108,21,142464
220516,King University,2011,1503748,70,14050
220598,Lane College,2011,779911,39,1876
220604,Le Moyne-Owen College,2011,1024421,59,12466
220613,Lee University,2011,3845851,77,2850
220631,Lincoln Memorial University,2011,352800,86,5317
220701,Martin Methodist College,2011,781689,76,12067
220710,Maryville College,2011,1578569,51,52383
220792,Meharry Medical College,2011,0,15,485360
220808,Memphis College of Art,2011,6041334,35,9635
220871,Memphis Theological Seminary,2011,935332,53,43917
220996,Middle Tennessee School of Anesthesia Inc,2011,89231,80,118
221014,Milligan College,2011,4773914,60,16267
221254,O'More College of Design,2011,115434,95,
221351,Rhodes College,2011,6240457,36,155870
221519,Sewanee-The University of the South,2011,11178613,32,188921
221661,Southern Adventist University,2011,3951869,69,9010
221670,Southern College of Optometry,2011,0,46,31809
221731,Tennessee Wesleyan College,2011,1009616,78,8722
221856,Tennessee Temple University,2011,231310,77,957
221892,Trevecca Nazarene University,2011,3995418,76,8541
221953,Tusculum College,2011,1599169,81,7942
221971,Union University,2011,5594484,78,7761
221999,Vanderbilt University,2011,99201029,17,286321
222178,Abilene Christian University,2011,10564476,44,68987
222877,Arlington Baptist College,2011,489092,43,
222983,Austin College,2011,3762940,48,93765
223001,Austin Presbyterian Theological Seminary,2011,6649981,1,819167
223117,Baptist Missionary Association Theological Seminary,2011,1080218,16,16500
223223,Baylor College of Medicine,2011,0,1,1070434
223232,Baylor University,2011,38101000,48,66266
223463,Remington College-Dallas Campus,2011,0,99,
224004,Concordia University-Texas,2011,2325626,75,7568
224226,Dallas Baptist University,2011,7797825,73,8194
224244,Dallas Christian College,2011,1225042,66,641
224305,Dallas Theological Seminary,2011,18404399,32,18247
224323,University of Dallas,2011,2321988,69,21594
224527,East Texas Baptist University,2011,5466339,38,59510
225201,Hallmark College,2011,,,
225247,Hardin-Simmons University,2011,5507718,45,58674
225399,Houston Baptist University,2011,4752156,51,36504
225548,Howard Payne University,2011,1616477,51,41344
225575,Huston-Tillotson University,2011,3103352,48,10333
225627,University of the Incarnate Word,2011,18900723,70,13040
225885,Jarvis Christian College,2011,1138276,15,31400
226231,LeTourneau University,2011,9554371,70,3669
226383,Lubbock Christian University,2011,2436792,73,5852
226471,University of Mary Hardin-Baylor,2011,7201719,62,24399
226587,McMurry University,2011,8408197,45,49034
227243,Northwood University-Texas,2011,,71,6229
227289,Oblate School of Theology,2011,3066268,17,147294
227331,Our Lady of the Lake University,2011,2521896,67,11593
227429,Paul Quinn College,2011,779876,41,25955
227757,Rice University,2011,91260800,9,722259
227845,Saint Edward's University,2011,6902339,82,12695
227863,University of St Thomas,2011,12222001,59,25339
228042,Schreiner University,2011,3025280,48,47937
228149,St Mary's University,2011,5355586,55,36526
228194,South Texas College of Law,2011,860894,79,25496
228246,Southern Methodist University,2011,63617000,47,118667
228325,Southwestern Assemblies of God University,2011,2080268,87,2384
228343,Southwestern University,2011,10582296,32,191175
228468,Southwestern Adventist University,2011,1055217,61,9552
228486,Southwestern Christian College,2011,1357743,23,
228866,Texas Chiropractic College Foundation Inc,2011,235824,83,10686
228875,Texas Christian University,2011,128288000,35,137649
228884,Texas College,2011,522825,47,1776
228981,Texas Lutheran University,2011,3735388,40,68834
229160,Texas Wesleyan University,2011,2165102,80,13745
229267,Trinity University,2011,14464318,19,374543
229780,Wayland Baptist University,2011,5624558,70,12083
229887,Wiley College,2011,2283307,62,4495
230038,Brigham Young University-Provo,2011,62187092,20,26316
230047,Brigham Young University-Hawaii,2011,5096000,13,25497
230621,Stevens-Henager College-Ogden,2011,,,
230630,Stevens-Henager College of Business-Provo,2011,,,
230807,Westminster College,2011,4267002,74,21120
230816,Bennington College,2011,7231420,64,19479
230825,Burlington College,2011,1207107,74,717
230852,Champlain College,2011,1841235,87,3736
230889,Goddard College,2011,255614,87,1207
230898,Green Mountain College,2011,849583,84,
230940,Marlboro College,2011,2054949,44,115636
230959,Middlebury College,2011,45093000,38,267311
230995,Norwich University,2011,6464000,55,49087
231059,Saint Michael's College,2011,3452957,73,32183
231068,SIT Graduate Institute,2011,2689212,35,128162
231077,College of St Joseph,2011,896916,68,14194
231086,Southern Vermont College,2011,657288,71,3538
231095,Sterling College,2011,331376,40,7753
231147,Vermont Law School,2011,1722274,77,12897
231420,Averett University,2011,3764317,57,26336
231554,Bluefield College,2011,1831680,71,7874
231581,Bridgewater College,2011,1742778,56,35356
231651,Regent University,2011,4466000,62,50599
231837,Jefferson College of Health Sciences,2011,923140,69,1856
232025,Emory & Henry College,2011,3681732,34,93919
232043,Eastern Mennonite University,2011,5444924,57,14806
232089,Ferrum College,2011,1851337,65,29884
232256,Hampden-Sydney College,2011,7966057,33,127852
232265,Hampton University,2011,18364937,35,39751
232308,Hollins University,2011,10134236,29,127371
232557,Liberty University,2011,11591671,90,1107
232609,Lynchburg College,2011,3553593,65,30612
232672,Mary Baldwin College,2011,3481753,65,20296
232706,Marymount University,2011,396479,93,7227
232885,Sentara College of Health Sciences,2011,0,66,4618
233295,Randolph-Macon College,2011,19532446,31,98621
233301,Randolph College,2011,8768179,17,282098
233356,Bon Secours Memorial College of Nursing,2011,239009,64,
233374,University of Richmond,2011,27597000,15,432858
233426,Roanoke College,2011,8345683,55,52096
233541,Shenandoah University,2011,6340994,74,13747
233611,Southern Virginia University,2011,3337953,67,809
233718,Sweet Briar College,2011,5974733,35,146809
233842,Union Presbyterian Seminary,2011,6139767,2,677667
233912,Virginia Intermont College,2011,3456391,62,7593
234137,Virginia University of Lynchburg,2011,259026,84,1047
234164,Virginia Union University,2011,2212660,61,16800
234173,Virginia Wesleyan College,2011,2916793,61,44147
234207,Washington and Lee University,2011,35297000,18,559546
234915,City University of Seattle,2011,89231,95,
235024,Cornish College of the Arts,2011,1555921,65,7504
235316,Gonzaga University,2011,11681007,73,19854
235422,Heritage University,2011,1535637,55,10867
235547,Bastyr University,2011,761113,72,2092
235769,Trinity Lutheran College,2011,1413901,40,27369
236133,Northwest University,2011,2114821,80,8230
236230,Pacific Lutheran University,2011,24061761,57,20917
236328,University of Puget Sound,2011,6900000,55,94116
236452,Saint Martin's University,2011,2215370,72,7924
236577,Seattle Pacific University,2011,3435000,76,12140
236595,Seattle University,2011,11061039,73,26526
236896,Walla Walla University,2011,2706386,69,10109
237057,Whitman College,2011,14464859,28,258062
237066,Whitworth University,2011,6880992,58,36717
237118,Alderson Broaddus University,2011,2231631,55,26304
237136,Appalachian Bible College,2011,1943825,47,5192
237181,Bethany College,2011,2894397,53,47933
237312,University of Charleston,2011,3514830,65,20359
237358,Davis & Elkins College,2011,4481707,47,38461
237640,Ohio Valley University,2011,3142592,50,3247
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,2011,0,100,
237969,West Virginia Wesleyan College,2011,2932227,55,26535
238078,Wheeling Jesuit University,2011,1323905,52,16069
238193,Alverno College,2011,4219179,78,10107
238324,Bellin College,2011,592322,67,25149
238333,Beloit College,2011,8185228,44,89745
238430,Cardinal Stritch University,2011,1216229,82,5016
238458,Carroll University,2011,3040949,87,12440
238476,Carthage College,2011,10304748,68,15595
238573,Columbia College of Nursing,2011,0,64,
238616,Concordia University-Wisconsin,2011,2614612,87,9512
238661,Edgewood College,2011,3634663,76,13893
238980,Lakeland College,2011,4760816,68,4640
239017,Lawrence University,2011,10859313,38,135171
239071,Maranatha Baptist University,2011,480657,89,264
239080,Marian University,2011,2513632,84,3085
239105,Marquette University,2011,53788000,55,35048
239169,Medical College of Wisconsin,2011,20611000,9,407280
239309,Milwaukee Institute of Art & Design,2011,697285,88,3619
239318,Milwaukee School of Engineering,2011,7090629,58,17677
239390,Mount Mary University,2011,2432915,77,7419
239424,Nashotah House,2011,1454717,23,88168
239503,Northland International University,2011,873842,65,567
239512,Northland College,2011,6595028,30,35062
239628,Ripon College,2011,9865437,36,56115
239637,Sacred Heart School of Theology,2011,4343226,20,82628
239716,Saint Norbert College,2011,12632600,51,31703
239743,Silver Lake College of the Holy Family,2011,1493334,49,12421
240107,Viterbo University,2011,4592990,76,11497
240213,Wisconsin School of Professional Psychology,2011,17541,94,
240338,Wisconsin Lutheran College,2011,11867827,37,22004
243744,Stanford University,2011,277369000,6,1060647
243823,Parker University,2011,11248,86,23979
244190,Widener University-Delaware Campus,2011,,81,11959
244233,City College-Fort Lauderdale,2011,1742,97,19
245652,St John's College,2011,4752843,47,
245731,Yeshiva and Kollel Harbotzas Torah,2011,239868,40,
245777,Bais Medrash Elyon,2011,631036,21,
245838,Antioch University-Los Angeles,2011,,82,1856
245847,Antioch University-Santa Barbara,2011,,82,1930
245865,Antioch University-New England,2011,,82,1791
245883,Antioch University-Seattle,2011,,82,2217
245892,Antioch University-Midwest,2011,,82,1722
245953,Mid-America Christian University,2011,1439956,69,1468
246345,Houston Graduate School of Theology,2011,36951,97,
246789,Unification Theological Seminary,2011,9344,23,9804
247162,Ecumenical Theological Seminary,2011,165946,70,994
247649,Landmark College,2011,552004,83,27697
247773,Yeshiva Gedolah of Greater Detroit,2011,436197,35,
247825,Austin Graduate School of Theology,2011,630079,18,117475
260947,Christian Life College,2011,210203,58,
260956,Knowledge Systems Institute,2011,0,92,
262022,Bethel Seminary-San Diego,2011,848717,59,
262086,Brandman University,2011,2108414,97,
363712,Yeshivah Gedolah Rabbinical College,2011,128099,54,
365426,Mayo Graduate School,2011,0,0,346001
366003,South Florida Bible College and Theological Seminary,2011,61207,74,
366368,New York Academy of Art,2011,1626159,63,2424
366793,Baptist Theological Seminary at Richmond,2011,1866830,17,61627
367839,Colorado Heights University,2011,0,54,
367884,Hodges University,2011,4036607,87,1910
369002,Massachusetts School of Law,2011,0,96,
369659,Oregon College of Oriental Medicine,2011,16743,82,
369817,Bethel Seminary of the East,2011,301200,59,
372958,Remington College-Honolulu Campus,2011,0,100,
373827,New England School of Communications,2011,17800,98,
374024,Adler Graduate School,2011,10282,100,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,2011,101421,86,
381459,Phoenix Seminary,2011,7854632,12,13498
381617,Baker College of Port Huron,2011,,81,6183
384254,Beacon College,2011,411809,90,
384306,Acupuncture and Integrative Medicine College-Berkeley,2011,504500,66,
384421,Rabbi Jacob Joseph School,2011,549080,27,
385619,Everglades University,2011,0,99,
388520,College of Biblical Studies-Houston,2011,3703262,35,5435
392840,Watkins College of Art Design & Film,2011,238821,80,6485
399911,Soka University of America,2011,513664000,1,2398707
401223,World Mission University,2011,319548,53,
401250,Yo San University of Traditional Chinese Medicine,2011,219876,55,
402828,Widener University-Harrisburg Campus,2011,,81,7828
404073,Baker College of Auburn Hills,2011,,81,5756
404082,Baker College of Clinton Township,2011,,81,5686
404648,Baker College of Cadillac,2011,,81,5994
405058,Yeshivas Novominsk,2011,1802010,58,
405854,Rabbinical College of Ohr Shimon Yisroel,2011,704956,41,
406200,Wright Career College,2011,0,100,
406547,City College-Gainesville,2011,,97,30
407629,Lake Erie College of Osteopathic Medicine,2011,732398,85,92
409254,Erikson Institute,2011,5592019,14,213499
409616,Roger Williams University School of Law,2011,125000,83,21076
412599,Remington College-Memphis Campus,2011,0,100,
413617,College of Menominee Nation,2011,0,24,6443
414160,Baker College of Jackson,2011,,81,4095
414708,Baker College Center for Graduate Studies,2011,,81,4875
414823,Johnson & Wales University-North Miami,2011,,78,15028
414878,Trine University-Regional/Non-Traditional Campuses,2011,,84,7601
414966,Phillips Theological Seminary,2011,3855693,6,309563
417345,Augusta Area Dietetic Internship-University Hospital,2011,0,100,
417752,Messenger College,2011,92846,25,4225
418126,New York College of Health Professions,2011,5000000,57,
420246,Southwest College of Naturopathic Medicine & Health Sciences,2011,1258114,73,62
420325,Yeshiva D'monsey Rabbinical College,2011,363203,52,
420705,Bakke Graduate University,2011,690707,56,
423643,Midwestern University-Glendale,2011,450357,91,89
426314,Embry-Riddle Aeronautical University-Worldwide,2011,,88,2173
428259,Ottawa University-Milwaukee,2011,,86,3234
430591,American College of Traditional Chinese Medicine,2011,119283,95,
430810,New Hampshire Institute of Art,2011,606371,69,50631
431594,Massachusetts General Hospital Dietetic Internship,2011,0,85,
431983,Yeshiva of the Telshe Alumni,2011,4930361,21,
432348,Appalachian School of Law,2011,878127,81,14870
432357,LIU Hudson at Westchester,2011,1502,99,
433387,Western Governors University,2011,158465,94,
434034,National Labor College,2011,1099914,9,110
434414,Michigan Jewish Institute,2011,0,99,
434539,City College-Miami,2011,,97,18
434937,Yeshiva College of the Nations Capital,2011,2745893,6,737
436021,Montessori Institute of Milwaukee,2011,0,97,
436614,International Baptist College and Seminary,2011,257529,71,
437316,Linfield College-School of Nursing,2011,,60,
438151,Stevens-Henager College-Murray,2011,,,
439288,Johnson & Wales University-Denver,2011,,78,15343
439446,Atlantic Institute of Oriental Medicine,2011,0,88,
439613,Crossroads Bible College,2011,269400,85,
439701,King's University,2011,2734970,44,6679
439783,New York College of Traditional Chinese Medicine,2011,56778,94,
439817,Northeastern Seminary,2011,197011,50,39463
440004,Upper Valley Educators Institute,2011,9470,75,
440031,Keck Graduate Institute,2011,1483083,15,357359
440411,Marlboro College-Graduate School,2011,,44,30112
440794,Pillar College,2011,530104,85,
441104,Richmont Graduate University,2011,562879,75,5418
441131,The Seattle School of Theology & Psychology,2011,1114044,71,
441478,National Graduate School of Quality Management,2011,5000,100,
441511,Apex School of Theology,2011,23404,0,
441609,Yeshiva Shaarei Torah of Rockland,2011,951737,31,
441982,Franklin W Olin College of Engineering,2011,1370000,2,1060532
442064,Won Institute of Graduate Studies,2011,140522,52,40686
442295,Ave Maria School of Law,2011,706402,91,924
442356,Pennsylvania College of Health Sciences,2011,220451,51,1669
442806,Edward Via College of Osteopathic Medicine,2011,3055422,86,
442897,Ottawa University-Jeffersonville,2011,,86,
442949,Birthingway College of Midwifery,2011,777,79,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,2011,0,97,
443049,Faith Evangelical College & Seminary,2011,24948,80,
443058,Family of Faith College,2011,262734,9,
443076,Hood Theological Seminary,2011,1251303,45,55392
443340,Williamson Christian College,2011,80945,84,
443702,Bexley Hall Episcopal Seminary,2011,296436,6,366674
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,2011,288602,34,
444167,Baker College of Allen Park,2011,,81,4783
444398,Baptist University of the Americas,2011,1049015,20,12977
444413,Beis Medrash Heichal Dovid,2011,46664,60,
444778,New Life Theological Seminary,2011,77902,53,
444990,Flagler College-Tallahassee,2011,0,100,0
445267,Central Methodist University-College of Graduate and Extended Studies,2011,,64,5838
445708,Johnson & Wales University-Charlotte,2011,,78,14795
445735,Roseman University of Health Sciences,2011,2338037,91,10423
445869,Institute for the Psychological Sciences,2011,1638439,38,1540
446048,Ave Maria University,2011,16047407,16,2790
446233,Ecclesia College,2011,252664,77,
446394,Maple Springs Baptist Bible College and Seminary,2011,17993,70,
446604,Uta Mesivta of Kiryas Joel,2011,1079206,89,
446640,Harrisburg University of Science and Technology,2011,827569,30,
446677,Stevens-Henager College-Logan,2011,,,
446932,Union Graduate College,2011,325588,84,2612
447953,SUM Bible College and Theological Seminary,2011,242900,81,
448284,Doane College-Lincoln Grand Island and Master,2011,0,100,
448309,Shorter University-College of Adult & Professional Programs,2011,0,100,
448752,College America-Colorado Springs,2011,,,
448761,College America-Fort Collins,2011,,,
448804,The Robert B Miller College,2011,620,53,25
449348,Huntsville Bible College,2011,163022,11,
449579,Hawaii College of Oriental Medicine,2011,0,87,
449658,Bais Medrash Toras Chesed,2011,309332,42,
449764,Visible Music College,2011,0,55,
449870,University of the West,2011,1575038,16,60287
449922,Appalachian College of Pharmacy,2011,839808,88,2185
449931,Averett University-Non-Traditional Programs,2011,0,100,
450304,Brite Divinity School,2011,3635098,6,389533
450766,LIU Riverhead,2011,10188,89,
451079,Academy for Five Element Acupuncture,2011,7953,98,
451370,Yeshivas Be'er Yitzchok,2011,556099,49,
451398,Yeshiva Toras Chaim,2011,509532,86,
451404,Talmudical Seminary of Bobov,2011,1537418,46,
451705,College America-Cheyenne,2011,,,
454184,The King’s College,2011,8604926,30,1282
454582,Ottawa University-Online,2011,,86,
454838,Institute of Taoist Education and Acupuncture,2011,0,79,
455099,Urshan Graduate School of Theology,2011,686240,22,
455257,Yeshiva of Machzikai Hadas,2011,128503,92,
455406,Pacific Northwest University of Health Sciences,2011,2028736,67,
455433,The Chicago School of Professional Psychology at Irvine,2011,,93,1616
455664,The Chicago School of Professional Psychology at Los Angeles,2011,,93,1787
455682,The Chicago School of Professional Psychology at Westwood,2011,,93,1733
455770,Providence Christian College,2011,1644585,34,217
455804,Institute of World Politics,2011,2749918,44,23438
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,2011,1523,9,26023
455992,Vermont College of Fine Arts,2011,1287310,61,1519
456481,Polytechnic University of Puerto Rico-Miami,2011,0,100,
456490,Polytechnic University of Puerto Rico-Orlando,2011,0,99,
456542,The Commonwealth Medical College,2011,27664796,9,1686
457183,Remington College of Nursing Orlando,2011,0,100,
457226,Horizon University,2011,22764,84,
457271,Academy for Jewish Religion-California,2011,358746,70,
457402,University of Fort Lauderdale,2011,0,31,
457484,New Hope Christian College-Honolulu,2011,550864,46,
457697,City Vision College,2011,0,52,
458113,Bethel College,2011,218145,11,247
458159,Bainbridge Graduate Institute,2011,142380,96,
459417,Compass College of Cinematic Arts,2011,188798,58,
459727,Touro University Worldwide,2011,0,72,
459736,Touro University California,2011,0,96,
459745,The Chicago School of Professional Psychology at Washington DC,2011,,93,3466
459824,Touro University Nevada,2011,115796,99,
460075,California University of Management and Sciences,2011,0,99,
460349,Johnson & Wales University-Online,2011,,78,
460783,Remington College-Heathrow Campus,2011,0,100,
460899,Stevens-Henager College-Boise,2011,,,
460941,Northwest Institute of Literary Arts,2011,86810,65,1360
461032,Carolina College of Biblical Studies,2011,2850,55,8187
461120,Oxford Graduate School,2011,137942,59,
461139,Jung Tao School of Classical Chinese Medicine,2011,331,93,
461236,Georgia Christian University,2011,85460,95,
461485,Shepherds Theological Seminary,2011,862423,18,
461528,Grace College of Divinity,2011,240062,29,
461643,Bergin University of Canine Studies,2011,0,57,
461759,Simmons College of Kentucky,2011,450886,9,
461795,North American University,2011,16000,90,
461847,Mesivta Keser Torah,2011,166754,79,
462044,Institute for Doctoral Studies in the Visual Arts,2011,98320,80,
462354,John Paul the Great Catholic University,2011,491735,66,
465812,Independence University,2011,,,
474863,Azusa Pacific Online University,2011,,,
474890,College America-Phoenix,2011,,,
474906,CollegeAmerica-Stevens Henager College,2011,,,
475033,Relay Graduate School of Education,2011,,,
475200,Whitworth University-Adult Degree Programs,2011,0,100,
475273,Springfield College-School of Human Services,2011,0,85,
475608,Criswell College,2011,,,
476319,CollegeAmerica-Colorado Springs South,2011,,,
476601,Bais HaMedrash and Mesivta of Baltimore,2011,,,
476692,Yeshiva Gedolah Zichron Leyma,2011,,,
476717,Be'er Yaakov Talmudic Seminary,2011,,,
477950,Stevens-Henager College-St George,2011,,,
478625,California College San Diego,2011,,,
478634,California College San Diego,2011,,,
480134,Elizabethtown College School of Continuing and Professional Studies,2011,,,
480198,Warner Pacific College Adult Degree Program,2011,,,
480569,Florida Institute of Technology-Online,2011,,,
480754,Manthano Christian College,2011,,,
480985,Midwives College of Utah,2011,,,
481030,Future Generations Graduate School,2011,,,
481058,Grace Mission University,2011,,,
481225,Mid-South Christian College,2011,,,
481401,Grace School of Theology,2011,,,
481410,Yeshiva Gedolah Kesser Torah,2011,,,
481438,Yeshiva Yesodei Hatorah,2011,,,
482228,Virginia Baptist College,2011,,,
482705,Northeastern University Global Network,2011,,,
