UnitID,Institution Name,Long-term investments (F1213_F2),Property  Plant  and Equipment  net of accumulated depreciation (F1213_F2),Intangible Assets  net of accumulated amortization (F1213_F2),Total assets (F1213_F2),Total liabilities (F1213_F2),Debt related to Property  Plant  and Equipment (F1213_F2),Total unrestricted net assets (F1213_F2),Total restricted net assets (F1213_F2),Permanently restricted net assets included in total restricted net assets (F1213_F2),Temporarily restricted net assets (F1213_F2),Total net assets (F1213_F2),Total revenues and investment return (F1213_F2),Total expenses (F1213_F2),Other specific changes in net assets (F1213_F2),Total change in net assets (F1213_F2),Net assets  beginning of the year (F1213_F2),Adjustments to beginning of year net assets (F1213_F2),Net assets  end of the year (F1213_F2),Investment return - Total (F1213_F2)
233356,Bon Secours Memorial College of Nursing,,,,,,,,,,,,,,,,,,,0
189413,Boricua College,23624167,7058503,0,34596773,17046124,15416178,16908400,642249,75000,567249,17550649,14793383,13957326,0,836057,16714592,0,17550649,8200
164872,Boston Architectural College,8077186,22619042,0,36258958,19447087,16912966,10137239,6674632,3200986,3473646,16811871,20214577,19115903,0,1098674,15713197,0,16811871,1134950
164614,Boston Baptist College,0,2130428,211918,2342346,1590128,1344439,752218,0,0,0,752218,2227288,2282463,0,-55175,807393,0,752218,0
164924,Boston College,2136004069,1198129845,0,3636769802,967407367,734765949,1393290601,1276071834,781896401,494175433,2669362435,940872458,670940163,580518,270512813,2398849622,0,2669362435,279371545
164915,Boston Graduate School of Psychoanalysis Inc,2122651,1134384,0,3532061,928376,0,2603685,0,0,0,2603685,1697376,1634190,0,63186,2540499,0,2603685,112560
164988,Boston University,1412754000,2043814000,0,4660464000,2212831000,1336388000,1388789000,1058844000,465001000,593843000,2447633000,1935253398,1648030798,0,287222600,2160410400,0,2447633000,131904000
161004,Bowdoin College,1263427000,251746000,1940000,1559469000,341176000,169389000,172230000,1046063000,440191000,605872000,1218293000,274674000,140051000,5085000,139708000,1078585000,0,1218293000,152474000
143358,Bradley University,244715796,329079091,0,599386374,200231090,116998042,293359313,105795971,64358015,41437956,399155284,184379580,157664735,1610274,28325119,370830165,0,399155284,39479784
165015,Brandeis University,805888840,344974859,0,1248423585,326545272,257171549,158201109,763677204,545811784,217865420,921878313,388578981,309786001,-937734,77855246,844023067,0,921878313,118299743
262086,Brandman University,0,35441251,0,68131339,35762479,0,22339324,10029536,0,10029536,32368860,85495293,83024810,-1389883,1080600,31288260,0,32368860,14084
139199,Brenau University,40558128,36462680,0,99515706,27232271,16333348,27524316,44759119,28753825,16005294,72283435,44259016,37613594,0,6645422,65638013,0,72283435,4670066
156356,Brescia University,11352679,10787603,0,24519042,5991952,4057873,6941130,11585960,9725724,1860236,18527090,13777133,12492842,0,1284291,17242799,0,18527090,1671842
198066,Brevard College,24832724,24322319,0,53383277,16032044,10716243,10682188,26669045,23221631,3447414,37351233,20912466,15376050,0,5536416,31814817,0,37351233,3601867
139205,Brewton-Parker College,10851465,11999373,0,28356735,14212880,11968785,-2488879,16632734,14335613,2297121,14143855,9613857,9423045,141951,332763,13501002,310090,14143855,1209799
152992,Briar Cliff University,10052502,20991234,0,38007190,11672910,7246754,17910808,8423472,7150350,1273122,26334280,21444790,20713865,0,730925,25603355,0,26334280,1703536
231581,Bridgewater College,79434637,64955774,0,169236820,49846625,38186251,45715264,73674931,45085369,28589562,119390195,49423846,38545617,-469109,10409120,108981075,0,119390195,10085121
230047,Brigham Young University-Hawaii,144496000,88977000,0,267960000,88311000,34698000,116580000,63069000,31476000,31593000,179649000,118052000,94827000,694000,23919000,155730000,0,179649000,12282000
142522,Brigham Young University-Idaho,184382000,459254000,0,673854000,173139000,41985000,430666000,70049000,45903000,24146000,500715000,231798000,216818000,-999000,13981000,486734000,0,500715000,14622000
230038,Brigham Young University-Provo,1913351538,1137391559,17125150,3328119484,841938989,168562612,1954292452,531888043,310824878,221063165,2486180495,1293962050,949595347,4080377,348447080,2137733415,0,2486180495,178413378
450304,Brite Divinity School,78550718,17712261,0,97118799,2172448,0,23176908,71769443,54004256,17765187,94946351,13412884,7460443,0,5952441,88993910,0,94946351,9964108
189501,Brooklyn Law School,117055082,125027071,0,261202661,93512765,75252049,136693587,30996309,16225245,14771064,167689896,63585976,60596978,-76830,2912168,164777728,0,167689896,11593875
217156,Brown University,3076163000,1019875000,0,4415343000,963178000,601335000,934271000,2517894000,1255034000,1262860000,3452165000,1019873000,729782000,-525000,289566000,3162599000,0,3452165000,289377000
180878,Bryan College of Health Sciences,,,,,,,,,,,,,,,,,,,0
219790,Bryan College-Dayton,6269800,24038699,54456,33504188,12860967,9465374,14106557,6536664,5789771,746893,20643221,19263598,20747722,0,-1484124,22127345,0,20643221,770690
217165,Bryant University,158352000,151197000,0,375442000,122286000,78859000,224793000,28363000,14238000,14125000,253156000,147813000,122992000,0,24821000,228335000,0,253156000,22533000
210492,Bryn Athyn College of the New Church,,,,,,,,,,,,,,,,,,,7238631
211273,Bryn Mawr College,754595000,199673000,0,1019782000,135522000,109895000,436890000,447370000,216367000,231003000,884260000,191689000,115806000,0,75883000,808377000,0,884260000,90930000
211291,Bucknell University,726611000,269983000,0,1063107000,179808000,65683000,393108000,490191000,231886000,258305000,883299000,269432000,195091000,0,74341000,808958000,0,883299000,70030000
153001,Buena Vista University,122920858,61377987,0,196146818,38247174,24429588,81316677,76582967,32275112,44307855,157899644,55151126,45651394,0,9499732,148399912,0,157899644,16397968
230825,Burlington College,33880,12943883,0,14790983,13133572,10967862,598187,1059224,141001,918223,1657411,5060106,5818875,0,-758769,2416180,0,1657411,7246
150163,Butler University,230183000,135229000,0,414114000,133299000,95358000,86555000,194260000,140589000,53671000,280815000,190057000,145192000,0,44865000,235950000,0,280815000,33779000
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,3637076,681608,0,4473525,67268,0,4298933,107324,80000,27324,4406257,645298,688904,0,-43606,4449863,0,4406257,159308
198109,Cabarrus College of Health Sciences,,,,,,,,,,,,,,,,,,,0
211352,Cabrini College,38860713,59512032,0,154066108,43233707,33995000,95332411,15499990,7781178,7718812,110832401,53695673,52439008,0,1256665,109575736,0,110832401,7065573
215114,Cairn University-Langhorne,23001885,29361815,0,59123665,26200544,0,18751697,14171424,8001828,6169596,32923121,19747877,20954703,0,-1206826,34129947,0,32923121,841103
183910,Caldwell College,6295772,35526976,0,49805424,26534109,21339872,18424121,4847194,3929793,917401,23271315,40275232,37628712,556134,3202654,20068661,0,23271315,1020263
110361,California Baptist University,16279267,187731246,0,258690632,185823877,167523967,56312270,16554485,13340226,3214259,72866755,132028713,118058109,0,13970604,58896151,0,72866755,1510817
110918,California Christian College,156009,462980,0,891380,323074,0,461206,107100,91599,15501,568306,476381,531074,0,-54693,622999,0,568306,17588
110370,California College of the Arts,30074000,69590000,0,135731000,54818000,45217000,48541000,32372000,19236000,13136000,80913000,64766000,57182000,0,7584000,73329000,0,80913000,2762000
110945,California College San Diego,0,0,0,13468954,4823673,0,8645281,0,0,0,8645281,25247500,19235413,-1175073,4837014,0,3808267,8645281,0
478625,California College San Diego,0,0,0,458401,687577,0,-229176,0,0,0,-229176,1802394,1728500,-259093,-185199,0,-43977,-229176,0
478634,California College San Diego,0,0,0,604093,989626,0,-385533,0,0,0,-385533,2538559,2909203,-293228,-663872,0,278339,-385533,0
110316,California Institute of Integral Studies,2521008,16931583,119605,25269254,18641914,16241773,4523498,2103842,1382723,721119,6627340,24279541,24665953,0,-386412,7013752,0,6627340,11204
110404,California Institute of Technology,2392563000,874288000,0,4131634000,1769070000,424303000,665085000,1697479000,971635000,725844000,2362564000,2159505000,2044550000,67170000,182125000,2180439000,0,2362564000,206076000
111081,California Institute of the Arts,134984440,49406835,0,197946380,14454880,2144078,63407155,120084345,91239227,28845118,183491500,67613112,58039919,0,9573193,173918307,0,183491500,13976887
110413,California Lutheran University,71062481,127007388,475000,262781729,91336505,71278750,116608814,54836410,37185201,17651209,171445224,109578098,92112774,0,17465324,153979900,0,171445224,6539194
460075,California University of Management and Sciences,520414,839299,0,2252341,729908,0,1522433,0,0,0,1522433,2991777,2373787,-15517,602473,919960,0,1522433,23237
111391,California Western School of Law,21853178,25012362,0,86630150,19816388,11110227,60477260,6336502,3755265,2581237,66813762,34167622,29488026,0,4679596,62134166,0,66813762,3158005
150172,Calumet College of Saint Joseph,5140099,8946994,0,19644254,5875600,4041764,8812549,4956105,2857783,2098322,13768654,12441625,12537873,192496,96248,13864902,-192496,13768654,216467
211370,Calvary Baptist Theological Seminary,1600326,441314,0,2105303,810193,0,206039,1089071,500000,589071,1295110,1158148,1111948,0,46200,1248910,0,1295110,107404
176789,Calvary Bible College and Theological Seminary,6530142,4239574,0,12622265,483053,0,8728487,3410725,184512,3226213,12139212,10533178,4716705,0,5816473,6322739,0,12139212,284493
169080,Calvin College,173000831,231085174,0,453192104,193821196,115904579,141939640,117431268,86953673,30477595,259370908,137460378,127229585,30402278,40633071,218737837,0,259370908,17157412
169099,Calvin Theological Seminary,37309691,11040546,0,54153171,3751618,0,12209195,38192358,15931544,22260814,50401553,14624193,10039816,582567,5166944,45234609,0,50401553,5453388
165167,Cambridge College,14716153,7152293,0,29589226,5252513,773968,12479678,11857035,8307111,3549924,24336713,31288806,34640968,28469,-3323693,27660406,0,24336713,1142413
198136,Campbell University,126028903,230241232,213845,444981357,94600809,64111446,196668230,153712318,82290668,71421650,350380548,131741022,98905813,1,32835210,317545338,0,350380548,21188195
156365,Campbellsville University,14742263,63060144,0,90618437,45582156,39702401,26314593,18721688,9897348,8824340,45036281,39454083,38491986,1631906,2594003,42442278,0,45036281,419005
189705,Canisius College,93525419,138263917,0,290969501,103143545,77048114,85567846,102258110,65327149,36930961,187825956,95103722,93635397,7456210,8924535,178901421,0,187825956,5896870
201548,Capital University,65420273,103758798,0,213249353,48363678,30608956,106239440,58646235,41262267,17383968,164885675,82554918,74795836,0,7759082,157126593,0,164885675,8534353
162061,Capitol College,5818856,12688437,0,20569056,6335141,4083473,10443340,3790575,2404810,1385765,14233915,14989285,14019571,0,969714,13264201,0,14233915,449295
238430,Cardinal Stritch University,25423211,33195681,0,69651985,22801065,11675000,32438631,14412289,3059182,11353107,46850920,52680821,60313781,0,-7632960,54483880,0,46850920,4236513
173258,Carleton College,792697447,193607090,0,1055244227,143494564,94507979,378463201,533286462,188411398,344875064,911749663,188889525,122184389,0,66705136,845044527,0,911749663,82105572
132842,Carlos Albizu University-Miami,0,15028365,0,33303933,14163116,11919229,19140817,0,0,0,19140817,16436551,14446028,1,1990524,17149995,298,19140817,838
211431,Carlow University,19689305,30860292,0,75771703,23836157,17847312,24921741,27013805,16893516,10120289,51935546,46046868,42072723,0,3974145,47961401,0,51935546,1735116
211440,Carnegie Mellon University,1449713058,699638107,0,2602954831,792628220,504048739,748627722,1061698889,577236697,484462192,1810326611,1210412285,1027732912,0,182679373,1627647238,0,1810326611,132166829
199971,Carolina Christian College,115129,643980,0,996694,393202,331853,487949,115543,115129,414,603492,540244,491227,0,49017,554475,0,603492,3988
461032,Carolina College of Biblical Studies,787782,74658,0,862440,16488,0,462564,383388,278660,104728,845952,781625,666758,0,114867,667331,63754,845952,12600
180106,Carroll College,40450270,31534649,0,80955381,23245924,14488777,21462823,36246634,23507885,12738749,57709457,41431691,33363651,1125214,9193254,48516203,0,57709457,4307684
238458,Carroll University,85738028,59243317,0,160393389,21098332,9646383,68288634,71006423,35460139,35546284,139295057,72028260,61875151,4195245,14348354,124946703,0,139295057,2508262
219806,Carson-Newman University,42706469,55367411,21608,116754101,44585167,0,11680053,60488881,50396319,10092562,72168934,42395023,36025967,0,6369056,65799878,0,72168934,3640887
238476,Carthage College,64431793,130489423,0,225674234,45800763,24000000,128512532,51360939,31244908,20116031,179873471,81387018,63118553,0,18268465,161605006,0,179873471,7873069
139287,Carver Bible College,0,3136730,0,3544015,420135,0,3123880,0,0,0,3123880,1326537,1323764,33000,35773,3088107,0,3123880,0
201645,Case Western Reserve University,1266660252,724547141,3209244,2762212531,826305030,588545813,164525764,1771381737,926353942,845027795,1935907501,956893254,865963369,20328492,111258377,1824649124,0,1935907501,136859653
198215,Catawba College,45057732,56713126,292358,114993967,31557249,22121964,23784526,59652192,44750409,14901783,83436718,49553098,41636023,0,7917075,75519643,0,83436718,6733142
143659,Catholic Theological Union at Chicago,43079747,26085303,0,70288596,29502834,64310,24808875,15976887,13137250,2839637,40785762,10353457,10696815,0,-343358,41129120,0,40785762,2559031
131283,Catholic University of America,323402000,180569000,0,577302000,149620000,106388000,269954000,157728000,89012000,68716000,427682000,234025000,216050000,0,17975000,409707000,0,427682000,22834898
189848,Cazenovia College,28825838,30985993,0,64180321,24735689,16857049,31411209,8033423,4236693,3796730,39444632,25279721,24213904,0,1065817,38378815,0,39444632,3489680
211468,Cedar Crest College,21585643,25300051,0,63490675,25773788,19766631,8480859,29236028,19646045,9589983,37716887,33036601,29754544,0,3282057,34434830,0,37716887,2575727
201654,Cedarville University,28004974,114290528,174463,157866957,36170746,18997303,91830883,29865328,16424532,13440796,121696211,90019674,83912303,0,6107371,115588840,0,121696211,4245371
183974,Centenary College,4415519,61185132,0,95481450,44652960,36629554,11690353,39138137,2915174,36222963,50828490,46468214,44833444,1289756,2924526,47903965,-1,50828490,113056
158477,Centenary College of Louisiana,122941829,28629545,0,162692987,18828391,13909954,17556545,126308051,88309208,37998843,143864596,33260732,26349841,0,6910891,136953705,0,143864596,12690989
106713,Central Baptist College,2515686,17638106,0,26900800,10041581,8504075,9554729,7304490,2617039,4687451,16859219,11871800,9388800,0,2483000,14376219,0,16859219,1715
154837,Central Baptist Theological Seminary,225423,7071612,0,11702375,3781841,3559049,757633,7162901,3022934,4139967,7920534,2414077,3416942,2005730,1002865,8923399,-2005730,7920534,-451984
154855,Central Christian College of Kansas,2388377,5217169,0,11343786,7260480,2186120,-3120867,7204173,7030201,173972,4083306,9850114,9927549,104836,27401,4055905,0,4083306,124334
176910,Central Christian College of the Bible,1282961,7389132,0,9529965,5712029,2563740,2544656,1273280,1060136,213144,3817936,4099094,4790502,0,-691408,4509344,0,3817936,56811
153108,Central College,72003405,88754661,0,182622010,68446183,61050000,60935655,53240172,44574873,8665299,114175827,51540066,45908403,0,5631663,108544164,0,114175827,8332842
445267,Central Methodist University-College of Graduate and Extended Studies,,,,,,,,,,,,,,,,,,,
176947,Central Methodist University-College of Liberal Arts and Sciences,35622037,29258024,0,86726842,13231952,9646900,37809295,35685595,25319856,10365739,73494890,32615173,26504883,0,6110290,67384600,0,73494890,2862000
