UnitID,Institution Name,Long-term investments (F1112_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1112_F2_RV),Intangible Assets  net of accumulated amortization (F1112_F2_RV),Total assets (F1112_F2_RV),Total liabilities (F1112_F2_RV),Debt related to Property  Plant  and Equipment (F1112_F2_RV),Total unrestricted net assets (F1112_F2_RV),Total restricted net assets (F1112_F2_RV),Permanently restricted net assets included in total restricted net assets (F1112_F2_RV),Temporarily restricted net assets (F1112_F2_RV),Total net assets (F1112_F2_RV),Total revenues and investment return (F1112_F2_RV),Total expenses (F1112_F2_RV),Other specific changes in net assets (F1112_F2_RV),Total change in net assets (F1112_F2_RV),Net assets  beginning of the year (F1112_F2_RV),Adjustments to beginning of year net assets (F1112_F2_RV),Net assets  end of the year (F1112_F2_RV),Investment return - Total (F1112_F2_RV)
142090,Boise Bible College,958833,5104251,0,6533264,2901865,2285771,2401413,1229986,673074,556912,3631399,5196716,5362968,0,-166252,3797651,0,3631399,8214
233356,Bon Secours Memorial College of Nursing,,,,,,,,,,,,,,,,,,,0
189413,Boricua College,23454510,7533910,0,35521589,18806997,17414290,16075492,639100,80216,558884,16714592,14389802,13310725,0,1079077,16391629,-756114,16714592,10821
164872,Boston Architectural College,7332154,19934741,0,35432563,19719366,17215045,9722857,5990340,3183500,2806840,15713197,19764119,19067785,0,696334,15016863,0,15713197,210980
164614,Boston Baptist College,0,2224294,209307,2433601,1626208,1382843,807393,0,0,0,807393,2291082,2348297,0,-57215,864608,0,807393,0
164924,Boston College,1896714931,1154461526,0,3394745933,995896311,753252669,1254192768,1144656854,749919683,394737171,2398849622,582851951,653549864,-5756127,-76454040,2475303662,0,2398849622,-89378709
164915,Boston Graduate School of Psychoanalysis Inc,1964860,1165009,0,3294188,753689,0,2540499,0,0,0,2540499,1739937,1628409,0,111528,2428971,0,2540499,65066
164988,Boston University,1251226501,2010515618,0,4343199310,2182788910,1246633471,1215251244,945159156,423345893,521813263,2160410400,1540762107,1621684768,0,-80922661,2241333061,0,2160410400,-148929205
161004,Bowdoin College,1003890000,244622000,434000,1291942000,213357000,142717000,162250000,916335000,413562000,502773000,1078585000,126294000,131526000,-7327000,-12559000,1091144000,0,1078585000,23389000
143358,Bradley University,220211299,329684028,0,576492072,205661907,119065041,266670522,104159643,62409422,41750221,370830165,136650855,151277688,-3903682,-18530515,389360680,0,370830165,-8761165
165015,Brandeis University,715281624,354397617,0,1179085690,335062623,266648338,142539734,701483333,531171342,170311991,844023067,257921791,294428334,-1601798,-38108341,882131408,0,844023067,-7418551
262086,Brandman University,0,33923175,0,66262206,34973946,0,20705185,10583075,0,10583075,31288260,85092302,78738678,-491539,5862085,25426176,-1,31288260,3400
139199,Brenau University,34077676,34710995,0,85993495,20355482,13430463,25242999,40395014,28179851,12215163,65638013,36177604,35476362,0,701242,64936771,0,65638013,-1198795
156356,Brescia University,9837132,10843040,0,23068416,5825617,3991172,6845677,10397122,9359423,1037699,17242799,10225060,11085693,0,-860633,18103432,0,17242799,-489438
198066,Brevard College,21488206,25295777,0,48992688,16675540,11279204,7226109,25091039,22912996,2178043,32317148,13660266,15125793,0,-1465527,33782675,0,32317148,-699040
139205,Brewton-Parker College,10238183,12399035,0,28099994,14598992,12232046,-2623454,16124456,14043831,2080625,13501002,8718608,9401749,0,-683141,14533143,-349000,13501002,505165
152992,Briar Cliff University,8569787,16806834,0,33542497,7939142,3022231,17111735,8491620,6983231,1508389,25603355,18706851,19907528,0,-1200677,26804032,0,25603355,-628073
231581,Bridgewater College,71142107,64957934,0,160627872,51646797,39426956,42452230,66528845,44033432,22495413,108981075,39821761,40276753,-469352,-924344,109905419,0,108981075,372850
230047,Brigham Young University-Hawaii,135450000,68357000,0,227558000,71828000,22407000,95251000,60479000,32948000,27531000,155730000,92425000,89051000,-19397000,-16023000,171753000,0,155730000,2036000
142522,Brigham Young University-Idaho,165349000,455760000,0,671630000,184896000,41199000,422745000,63989000,41861000,22128000,486734000,208016000,194212000,-46413000,-32609000,519343000,0,486734000,3554000
230038,Brigham Young University-Provo,1553428468,1056840934,21423633,2961820345,824086930,121755258,1653814613,483918802,293763050,190155752,2137733415,1025765335,909697211,-235175389,-119107265,2256840679,1,2137733415,25121538
450304,Brite Divinity School,71130927,18117569,0,90653035,1659125,0,21412105,67581805,47975694,19606111,88993910,629909,6898701,0,-6268792,95262702,0,88993910,-3955387
189501,Brooklyn Law School,105828691,128862092,0,261775641,96997913,80479831,138628812,26148916,13805772,12343144,164777728,57409491,58439522,8357514,7327483,157450245,0,164777728,576385
217156,Brown University,2786235000,953334000,0,4152666000,990067000,510096000,717741000,2444858000,1182062000,1262796000,3162599000,694740000,704820000,-59011000,-69091000,3231690000,0,3162599000,11348000
180878,Bryan College of Health Sciences,,,,,,,,,,,,,,,,,,,0
219790,Bryan College-Dayton,5422456,26449885,69204,35862287,13734942,10108439,15878971,6248374,5763345,485029,22127345,19769904,19715801,0,54103,22073242,0,22127345,-391607
217165,Bryant University,146067000,152359000,0,355575000,127240000,81035000,205306000,23029000,13589000,9440000,228335000,124799000,129281000,0,-4482000,232817000,0,228335000,-1525000
210492,Bryn Athyn College of the New Church,,,,,,,,,,,,,,,,,,,-1331453
211273,Bryn Mawr College,683828000,204416000,0,970393000,162016000,134150000,411967000,396410000,193922000,202488000,808377000,65772000,107955000,0,-42183000,850560000,0,808377000,-16787000
211291,Bucknell University,662360000,254037000,0,990237000,181279000,69124000,357717000,451241000,217372000,233869000,808958000,159652000,179256000,-9332000,-28936000,837894000,0,808958000,-13795000
153001,Buena Vista University,112417769,63868066,0,188851609,40451697,27198454,81452107,66947805,28874476,38073329,148399912,37568532,45593490,0,-8024958,156424870,0,148399912,-1787240
230825,Burlington College,1880,12997089,0,15007387,12591207,10956491,1249858,1166322,153147,1013175,2416180,4901647,5454827,0,-553180,2969360,0,2416180,6236
150163,Butler University,196322000,129903000,0,369683000,133733000,100488000,68245000,167705000,137904000,29801000,235950000,122478000,136438000,-1028000,-14988000,250938000,0,235950000,-9283000
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,3715162,642565,0,4518929,69067,0,4339833,110029,80000,30029,4449862,761946,667548,0,94398,4355464,0,4449862,134697
198109,Cabarrus College of Health Sciences,,,,,,,,,,,,,,,,,,,0
211352,Cabrini College,36072083,59357338,0,154068247,44492511,34900000,94962150,14613586,7484073,7129513,109575736,53553586,51998139,0,1555447,108020289,0,109575736,757891
215114,Cairn University-Langhorne,23373202,30054051,0,55210893,21080946,0,20303989,13825958,7954572,5871386,34129947,19628761,20782359,0,-1153598,35283545,0,34129947,-563849
183910,Caldwell College,5836346,35084882,0,45289437,25220776,19848285,15510819,4557842,3723439,834403,20068661,38530217,36439120,0,2091097,17973564,4000,20068661,-100957
110361,California Baptist University,14580212,156953227,0,224187446,165291295,143125940,43266115,15630036,12571911,3058125,58896151,116303471,105415518,0,10887953,48008198,0,58896151,-658970
110918,California Christian College,146945,471293,0,983065,360066,0,518533,104466,91599,12867,622999,538576,507152,0,31424,591575,0,622999,579
110370,California College of the Arts,27358000,70361000,0,128348000,55019000,45734000,42875000,30454000,18977000,11477000,73329000,59058000,54814000,0,4244000,69085000,0,73329000,-1272000
110945,California College San Diego,,,,,,,,,,,,,,,,,,,
478625,California College San Diego,,,,,,,,,,,,,,,,,,,
478634,California College San Diego,,,,,,,,,,,,,,,,,,,
110316,California Institute of Integral Studies,4069068,16655277,137557,26391731,19377979,16000000,4700945,2312807,1126723,1186084,7013752,25803528,24734045,0,1069483,5944269,0,7013752,19322
110404,California Institute of Technology,2245694000,873768000,0,4115199000,1934760000,416556000,589949000,1590490000,903853000,686637000,2180439000,2364081000,2196064000,-30256000,137761000,2042678000,0,2180439000,251838000
111081,California Institute of the Arts,118569521,50617320,0,189827820,15909513,1315210,53766377,120151930,90957811,29194119,173918307,53044990,55996048,0,-2951058,176869365,0,173918307,-3258625
110413,California Lutheran University,64833897,127230859,0,246188242,92208342,73585128,103822348,50157552,35628483,14529069,153979900,95195537,87963864,0,7231673,146748227,0,153979900,-878691
460075,California University of Management and Sciences,,,,,,,,,,,,,,,,,,,
111391,California Western School of Law,19625160,25324404,0,83005694,20871528,11549605,57064979,5069187,3042224,2026963,62134166,31953020,31596035,0,356985,61777181,0,62134166,207272
150172,Calumet College of Saint Joseph,4791266,8545776,0,19620202,5755300,2942505,8934830,4930072,2843374,2086698,13864902,13347578,13383758,0,-36180,13901082,0,13864902,6599
211370,Calvary Baptist Theological Seminary,1539345,466947,0,2095572,846662,0,187209,1061701,500000,561701,1248910,1349309,1253819,0,95490,1153420,0,1248910,85154
176789,Calvary Bible College and Theological Seminary,1902361,4208938,928229,7039528,716789,0,2131348,4191391,180382,4011009,6322739,7819306,4753256,0,3066050,3256689,0,6322739,167884
169080,Calvin College,160771317,234788898,0,442094541,223356704,116233162,114009157,104728680,84410712,20317968,218737837,112112366,125519680,-40505133,-53912447,272650284,0,218737837,-3623067
169099,Calvin Theological Seminary,34256381,11269063,0,49497053,4262444,0,10829713,34404896,15280830,19124066,45234609,8228029,10225711,-351997,-2349679,47584288,0,45234609,-365543
165167,Cambridge College,13514293,6862162,0,32165229,4504823,0,16297788,11362618,8262942,3099676,27660406,37581281,37990073,2066,-406726,28067132,0,27660406,1279059
198136,Campbell University,134096392,210609809,223869,415215638,97670300,66838313,181274357,136270981,76368162,59902819,317545338,100063056,96513628,1145514,4694942,312850396,0,317545338,-5821808
156365,Campbellsville University,13669866,62393926,0,87024863,44582585,39115575,25996530,16445748,8828581,7617167,42442278,39234768,37931658,-492639,810471,41631807,0,42442278,310686
189705,Canisius College,84812781,114364985,0,278298168,99396747,75654431,83431522,95469899,64601535,30868364,178901421,93341595,98629285,2914243,-2373447,181274868,0,178901421,4695358
201548,Capital University,60835310,104190653,0,207459196,50332603,31624389,102788931,54337662,39869067,14468595,157126593,75669427,72782341,0,2887086,154239507,0,157126593,618637
162061,Capitol College,5129582,13010412,0,20269829,7005628,4327683,9980761,3283440,2281230,1002210,13264201,12960629,13223332,0,-262703,13526904,0,13264201,26790
238430,Cardinal Stritch University,34318348,34621802,0,82479859,27995979,14580000,41362559,13121321,3017222,10104099,54483880,57145870,60388247,0,-3242377,57726257,0,54483880,964006
173258,Carleton College,729670249,186430462,0,1002749927,157705400,108424821,340966332,504078195,180992217,323085978,845044527,110159737,118224636,0,-8064899,853109426,0,845044527,12714863
132842,Carlos Albizu University-Miami,0,15125288,0,29407300,12257305,9657484,17149995,0,0,0,17149995,16984496,14947651,0,2036845,15113150,0,17149995,476
211431,Carlow University,18102435,32452722,0,72668928,24707527,0,23408745,24552656,16722296,7830360,47961401,46545938,41872202,0,4673736,43287665,0,47961401,-316189
211440,Carnegie Mellon University,1274965643,690497514,0,2374417967,746770729,452804692,674645394,953001844,549070573,403931271,1627647238,1019412110,974784095,0,44628015,1583019223,0,1627647238,-15169597
199971,Carolina Christian College,117624,657402,0,971198,416723,360992,436447,118028,117624,404,554475,538999,581828,0,-42829,597304,0,554475,4113
461032,Carolina College of Biblical Studies,619221,56589,0,675810,8479,0,340478,326853,278660,48193,667331,565763,435488,0,130275,556100,-19044,667331,10529
180106,Carroll College,31606165,30395502,0,71190109,22673906,14972532,18012008,30504195,21637207,8866988,48516203,36549151,31426665,-1534886,3587600,44928602,1,48516203,398464
238458,Carroll University,73422671,57752318,0,146910067,21963364,10789222,59433444,65513259,34729084,30784175,124946703,74308919,57530700,-926547,15851672,109095031,0,124946703,2239037
219806,Carson-Newman University,35983779,57096841,44482,112979110,47179232,0,8583249,57216629,48936983,8279646,65799878,42137028,36787662,-1615453,3733913,62065965,0,65799878,1065225
238476,Carthage College,54642472,128373363,0,208485651,46880645,25250000,117459211,44145795,30034796,14110999,161605006,71668277,62425936,0,9242341,152362665,0,161605006,216811
139287,Carver Bible College,0,3171335,0,3447229,360980,0,3086249,0,0,0,3086249,1398706,1315048,4266,87924,2848935,149390,3086249,0
201645,Case Western Reserve University,1229016961,730637588,2718719,2645405127,820756003,550165982,146716353,1677932771,883943887,793988884,1824649124,774286777,859730079,-63449323,-148892625,1973541749,0,1824649124,-37601320
198215,Catawba College,39532685,56248072,71776,109380675,33861032,24716007,19724857,55794786,43947559,11847227,75519643,40679524,41955539,0,-1276015,76795658,0,75519643,-643070
143659,Catholic Theological Union at Chicago,42495813,27121762,0,70711691,29582571,60067,25616128,15512992,12931742,2581250,41129120,8467055,9967975,0,-1500920,42630040,0,41129120,1154017
131283,Catholic University of America,290871000,184132000,0,559945000,150238000,109474000,266200000,143507000,85901000,57606000,409707000,223034000,218704000,0,4330000,405377000,0,409707000,-563408
189848,Cazenovia College,26370527,31109318,0,62817155,24438340,16825281,31255959,7122856,4037759,3085097,38378815,23672252,23449242,0,223010,38155805,0,38378815,-181039
211468,Cedar Crest College,19153142,25952830,0,60901518,26466688,20151806,8234381,26200449,18813488,7386961,34434830,30077362,30620224,0,-542862,34977692,0,34434830,-329245
201654,Cedarville University,24512358,113514212,197139,148394193,32805353,15848872,90538111,25050729,15892014,9158715,115588840,77924134,74549905,1,3374230,112214610,0,115588840,-618394
183974,Centenary College,3969018,63084108,28736956,95790082,47886117,37850769,10313461,37590504,2842487,34748017,47903965,47367464,45982591,-1856047,-471174,48375138,1,47903965,113898
158477,Centenary College of Louisiana,115440811,29662582,0,157091224,20137519,14440830,17085826,119867879,85325607,34542272,136953705,20920784,26665862,0,-5745078,142698783,0,136953705,203154
106713,Central Baptist College,2097925,14824918,0,23759062,9382843,3976747,3021586,11354633,2296221,9058412,14376219,14322550,8830163,0,5492387,8883832,0,14376219,279204
154837,Central Baptist Theological Seminary,434785,7559826,0,12450013,3776614,3664293,1395284,7278115,3001985,4276130,8673399,3369104,3065910,0,303194,8370205,0,8673399,42007
154855,Central Christian College of Kansas,2229556,3937898,0,9898929,5843024,2050156,-3433929,7489834,6939826,550008,4055905,8270642,8247157,303589,327074,3728830,1,4055905,28997
176910,Central Christian College of the Bible,1116507,7516110,0,9589505,5080161,1718351,3305421,1203923,207581,996342,4509344,3890223,4921144,2061842,1030921,5540265,-2061842,4509344,49930
153108,Central College,61614882,100246482,0,180403041,71858877,61987516,56800159,51744005,43531627,8212378,108544164,39599111,47702556,0,-8103445,116647609,0,108544164,-4426149
445267,Central Methodist University-College of Graduate and Extended Studies,,,,,,,,,,,,,,,,,,,
176947,Central Methodist University-College of Liberal Arts and Sciences,32944846,28253471,0,81246051,13861451,10122920,34359469,33025131,24309056,8716075,67384600,27337503,23738112,0,3599391,63785209,0,67384600,-573167
189857,Central Yeshiva Tomchei Tmimim Lubavitz,0,5061042,0,9763187,762776,0,9000411,0,0,0,9000411,5433152,4687704,0,745448,8254963,0,9000411,0
156408,Centre College,207388420,111129192,894942,350484784,105724709,85431068,91383968,153376107,135130784,18245323,244760075,34380783,54400912,0,-20020129,264780204,0,244760075,-8956699
