unitid,institution name,year,HD2013.Longitude location of institution,HD2013.Latitude location of institution,F1213_F2.Private gifts - Total,DRVF2013.Tuition and fees as a percent of core revenues (FASB),DRVF2013.Endowment assets (year end) per FTE enrollment (FASB)
190770,Dowling College,2013,-73.164816,40.746051,508224,95,827
190983,Elmira College,2013,-76.811333,42.092724,2856751,67,25291
191241,Fordham University,2013,-73.889578,40.861183,49570497,72,39837
191320,The General Theological Seminary,2013,-74.003478,40.745656,2128685,24,269792
191515,Hamilton College,2013,-75.408853,43.047809,18380000,30,417158
191533,Hartwick College,2013,-75.073609,42.454023,3967897,72,40691
191597,Helene Fuld College of Nursing,2013,-73.943009,40.802506,246980,92,2808
191621,Hilbert College,2013,-78.82029,42.75505,497803,84,5887
191630,Hobart William Smith Colleges,2013,-76.984813,42.858562,8993097,60,73420
191649,Hofstra University,2013,-73.60078,40.715959,21921388,75,34752
191676,Houghton College,2013,-78.156882,42.426841,10868203,46,36659
191931,Iona College,2013,-73.785635,40.927107,5546300,83,18893
191968,Ithaca College,2013,-76.495057,42.42264,9176331,73,34570
192040,Jewish Theological Seminary of America,2013,-73.960287,40.811959,26778166,6,233176
192110,The Juilliard School,2013,-73.982913,40.773725,28885890,11,1035226
192165,Kehilath Yakov Rabbinical Seminary,2013,-73.810559,41.222686,0,10,
192192,Keuka College,2013,-77.090518,42.61541,2540793,80,6276
192323,Le Moyne College,2013,-76.088449,43.047316,7928302,59,43179
192439,LIU Brooklyn,2013,-73.980872,40.690134,13007987,82,5940
192448,LIU Post,2013,-73.593279,40.820043,3632184,84,7258
192554,LIU Hudson at Rockland,2013,-73.960412,41.044023,9389,98,
192563,LIU Brentwood,2013,-73.287113,40.803845,10953,99,
192624,Machzikei Hadath Rabbinical College,2013,-73.988435,40.628037,389901,70,
192703,Manhattan College,2013,-73.901893,40.889756,9570532,77,18273
192712,Manhattan School of Music,2013,-73.961691,40.812341,3783054,82,24972
192749,Manhattanville College,2013,-73.718316,41.031054,2258480,84,4845
192785,Maria College of Albany,2013,-73.805986,42.656506,41042,80,29416
192819,Marist College,2013,-73.934342,41.721955,1380618,72,8436
192864,Marymount Manhattan College,2013,-73.959676,40.769108,1896335,89,9214
192925,Medaille College,2013,-78.856569,42.92895,146992,93,476
193016,Mercy College,2013,-73.874571,41.021436,1078804,90,11882
193052,Mesivta Torah Vodaath Rabbinical Seminary,2013,-73.969494,40.638251,3247100,9,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,2013,-73.979166,40.635169,676655,34,
193070,Mesivtha Tifereth Jerusalem of America,2013,-73.991271,40.713812,416596,15,
193247,Mirrer Yeshiva Cent Institute,2013,-73.966049,40.605043,3477316,26,
193292,Molloy College,2013,-73.626278,40.68597,3905333,92,7569
193353,Mount Saint Mary College,2013,-74.012906,41.511212,5912692,74,2752
193399,College of Mount Saint Vincent,2013,-73.907019,40.912814,2090658,83,5766
193405,Icahn School of Medicine at Mount Sinai,2013,-73.953445,40.789801,127027000,3,656790
193584,Nazareth College,2013,-77.514417,43.102406,3299863,79,21791
193645,The College of New Rochelle,2013,-73.781104,40.899427,3821307,85,
193654,The New School,2013,-73.994636,40.735275,0,85,22045
193751,New York Chiropractic College,2013,-76.756232,42.91173,258596,79,165
193821,New York Law School,2013,-74.006394,40.717393,3264383,65,22640
193830,New York Medical College,2013,-73.811241,41.084261,3385525,35,52182
193894,New York Theological Seminary,2013,-73.963946,40.811197,1684661,61,9480
193900,New York University,2013,-73.997264,40.729452,329816000,42,66851
193973,Niagara University,2013,-79.046229,43.132713,5347261,70,22001
194073,New York College of Podiatric Medicine,2013,-73.940306,40.804899,0,67,1660
194091,New York Institute of Technology,2013,-73.608885,40.814402,4342658,92,15730
194116,New York School of Interior Design,2013,-73.962404,40.768615,411945,89,8688
194161,Nyack College,2013,-73.931106,41.086425,1192022,89,3829
194189,Ohr Hameir Theological Seminary,2013,-73.889793,41.268725,1697495,49,
194310,Pace University-New York,2013,-74.004719,40.711014,5899371,85,11184
194392,Paul Smiths College of Arts and Science,2013,-74.253006,44.437366,2563607,70,20754
194541,Polytechnic Institute of New York University,2013,-73.986774,40.694371,5063000,68,30868
194569,Davis College,2013,-75.962421,42.101092,945557,66,7251
194578,Pratt Institute-Main,2013,-73.962149,40.691154,8455164,80,25864
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,2013,-73.963702,40.618467,964242,29,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,2013,-73.98544,40.63192,357216,86,
194675,Rabbinical College of Ch'san Sofer New York,2013,-73.979851,40.626507,300737,5,
194693,Rabbinical College Beth Shraga,2013,-74.072771,41.114311,833326,44,
194718,Rabbinical Seminary M'kor Chaim,2013,-73.989649,40.627942,962642,18,
194736,Rabbinical College of Long Island,2013,-73.670034,40.586478,2818363,45,
194763,Rabbinical Seminary of America,2013,-73.81769,40.72325,2654086,31,121
194824,Rensselaer Polytechnic Institute,2013,-73.678768,42.728983,47893000,47,88229
194958,Roberts Wesleyan College,2013,-77.798964,43.126747,842298,85,12730
195003,Rochester Institute of Technology,2013,-77.67521,43.090325,19608000,56,47198
195030,University of Rochester,2013,-77.631042,43.126437,77940000,23,162764
195128,The Sage Colleges,2013,-73.693711,42.72821,5183486,78,9469
195155,St Bernard's School of Theology and Ministry,2013,-77.526326,43.102185,628659,35,98518
195164,St Bonaventure University,2013,-78.47586,42.07863,6278651,71,24874
195173,St Francis College,2013,-73.991653,40.693076,3752044,74,25980
195216,St Lawrence University,2013,-75.161343,44.589879,12019551,56,104324
195234,The College of Saint Rose,2013,-73.78611,42.664664,5126777,76,7914
195243,St Thomas Aquinas College,2013,-73.934182,41.041126,2172362,79,28754
195304,Sarah Lawrence College,2013,-73.84381,40.934147,19032066,56,44780
195438,Sh'or Yoshuv Rabbinical College,2013,-73.740366,40.605336,2528902,24,
195474,Siena College,2013,-73.75153,42.718586,3074233,64,42117
195526,Skidmore College,2013,-73.785108,43.092696,12719000,60,110095
195544,Saint Joseph's College-New York,2013,-73.968037,40.690485,1929000,85,10819
195580,Saint Vladimirs Orthodox Theological Seminary,2013,-73.82332,40.971362,1150933,7,291771
195720,Saint John Fisher College,2013,-77.516979,43.117064,2343181,74,15525
195809,St John's University-New York,2013,-73.795301,40.721979,17096728,77,25196
196413,Syracuse University,2013,-76.136738,43.040525,57607659,63,49259
196431,Talmudical Seminary Oholei Torah,2013,-73.972235,40.635963,372935,89,
196440,Talmudical Institute of Upstate New York,2013,-77.574943,43.147062,553984,41,
196468,Teachers College at Columbia University,2013,-73.960399,40.810311,15045972,54,63758
196583,Torah Temimah Talmudical Seminary,2013,-73.971973,40.635509,962104,64,
196592,Touro College,2013,-73.989932,40.742172,5110000,57,991
196653,Trocaire College,2013,-78.812637,42.846625,374986,88,9132
196680,Excelsior College,2013,-73.862204,42.704887,451628,95,42
196866,Union College,2013,-73.928498,42.817578,18867479,48,172819
196884,Union Theological Seminary in the City of New York,2013,-73.96212,40.811461,718006,17,402826
197018,United Talmudical Seminary,2013,-73.959161,40.7057,104563,94,
197045,Utica College,2013,-75.272407,43.095183,2250838,85,6923
197133,Vassar College,2013,-73.894345,41.685105,71755976,25,351860
197142,Villa Maria College,2013,-78.795666,42.913045,510253,83,3906
197197,Wagner College,2013,-74.09573,40.615003,5282445,80,36002
197221,Webb Institute,2013,-73.644838,40.884352,2399143,0,578153
197230,Wells College,2013,-76.696512,42.744314,3642964,46,55802
197601,Yeshiva Karlin Stolin,2013,-73.983373,40.624918,163857,80,
197610,Yeshivat Mikdash Melech,2013,-73.969614,40.616427,958713,50,
197647,Yeshiva Derech Chaim,2013,-73.979757,40.636889,2075795,22,
197674,Yeshiva of Nitra Rabbinical College,2013,-73.728423,41.22085,597558,77,
197692,Yeshiva Shaar Hatorah,2013,-73.8343,40.703857,982981,59,
197708,Yeshiva University,2013,-73.928541,40.8508,87604000,20,180152
197735,Yeshivath Viznitz,2013,-74.066431,41.118499,0,92,7252
197744,Yeshivath Zichron Moshe,2013,-74.621118,41.730939,2915537,27,
197911,Barton College,2013,-77.913805,35.735463,2525117,70,24393
197984,Belmont Abbey College,2013,-81.041847,35.261276,4608325,63,5529
197993,Bennett College,2013,-79.77998,36.067531,2685865,35,16115
198066,Brevard College,2013,-82.729763,35.237657,4519951,47,34639
198109,Cabarrus College of Health Sciences,2013,-80.60119,35.438139,0,43,4632
198136,Campbell University,2013,-78.739508,35.409333,11048639,54,20894
198215,Catawba College,2013,-80.486575,35.692445,8336170,50,40089
198303,Chowan University,2013,-77.099141,36.436258,1190514,74,18888
198385,Davidson College,2013,-80.845236,35.500006,27029397,21,292976
198419,Duke University,2013,-78.94226,36.00159,394077000,12,364661
198516,Elon University,2013,-79.505632,36.104149,22426811,74,27116
198561,Gardner-Webb University,2013,-81.668141,35.24732,4316972,75,13056
198598,Greensboro College,2013,-79.800232,36.071082,2358471,67,19158
198613,Guilford College,2013,-79.888848,36.092563,5662149,55,34506
198677,Heritage Bible College,2013,-78.613355,35.268445,303956,31,2314
198695,High Point University,2013,-79.994545,35.972674,30556868,71,10066
198747,Laurel University,2013,-79.997012,35.994241,217332,61,3094
198756,Johnson C Smith University,2013,-80.854842,35.243384,4644812,52,
198808,Lees-McRae College,2013,-81.870998,36.16362,6096811,53,24342
198835,Lenoir-Rhyne University,2013,-81.326161,35.73904,4144728,59,39732
198862,Livingstone College,2013,-80.484459,35.670743,3074472,66,1610
198899,Mars Hill University,2013,-82.550859,35.825858,3191770,50,27581
198950,Meredith College,2013,-78.689175,35.797197,6300953,70,43193
198969,Methodist University,2013,-78.875024,35.137854,3287784,81,8641
199032,Montreat College,2013,-82.297522,35.645844,1633991,71,13183
199069,Mount Olive College,2013,-78.071265,35.206314,3722162,84,9058
199209,North Carolina Wesleyan College,2013,-77.774231,36.017443,4130013,71,8775
199272,William Peace University,2013,-78.636793,35.789105,2035948,64,50855
199306,Pfeiffer University,2013,-80.283168,35.484696,1877769,79,10373
199315,Piedmont International University,2013,-80.249121,36.088839,1134874,63,1240
199412,Queens University of Charlotte,2013,-80.832227,35.188929,6634984,63,42253
199458,Mid-Atlantic Christian University,2013,-76.217496,36.303765,2637614,30,16582
199582,Saint Augustine's University,2013,-78.621806,35.785032,2308612,44,11458
199607,Salem College,2013,-80.241357,36.087531,3943297,44,50593
199643,Shaw University,2013,-78.637693,35.771181,1749004,63,4647
199698,St Andrews University,2013,-79.478385,34.746283,3769467,45,18744
199759,Southeastern Baptist Theological Seminary,2013,-78.51389,35.981009,2813876,42,14871
199847,Wake Forest University,2013,-80.279004,36.135301,105859000,19,143348
199865,Warren Wilson College,2013,-82.441097,35.611762,5006197,48,63362
199962,Wingate University,2013,-80.444465,34.979384,4792986,70,17933
199971,Carolina Christian College,2013,-80.192792,36.148443,74332,47,
200156,University of Jamestown,2013,-98.697209,46.915402,2835591,48,31554
200217,University of Mary,2013,-100.752386,46.724893,3500282,81,12374
200244,Sanford College of Nursing,2013,-100.781875,46.80991,25500,70,13924
200484,Trinity Bible College,2013,-98.517906,46.001037,2396888,49,676
200527,Turtle Mountain Community College,2013,-99.750836,48.883758,40032,1,3352
200554,United Tribes Technical College,2013,-100.760705,46.768773,0,7,1133
200873,Allegheny Wesleyan College,2013,-80.860091,40.867236,252025,42,3534
201061,Art Academy of Cincinnati,2013,-84.497573,39.108382,183629,92,7509
201104,Ashland University,2013,-82.320621,40.860987,9541735,75,9394
201177,Aultman College of Nursing and Health Sciences,2013,-81.404182,40.796865,0,96,3811
201195,Baldwin Wallace University,2013,-81.849112,41.373938,13351337,64,33733
201371,Bluffton University,2013,-83.897678,40.896998,2505058,63,20012
201548,Capital University,2013,-82.937867,39.954875,2614675,81,17716
201645,Case Western Reserve University,2013,-81.605769,41.500812,77498927,23,186652
201654,Cedarville University,2013,-83.812098,39.750338,7474992,71,6903
201821,The Christ College of Nursing and Health Sciences,2013,-84.509237,39.12072,0,80,9927
201858,Cincinnati Christian University,2013,-84.554752,39.112396,2372506,68,5943
201867,Cincinnati College of Mortuary Science,2013,-84.505896,39.207578,22858,88,4983
201964,Ohio Christian University,2013,-82.905986,39.610895,2127192,89,1149
202046,Cleveland Institute of Art,2013,-81.609482,41.509241,8201869,43,45604
202073,Cleveland Institute of Music,2013,-81.608878,41.512444,2461992,56,86283
202170,Columbus College of Art and Design,2013,-82.988548,39.965767,1565871,94,7322
202480,University of Dayton,2013,-84.173662,39.73686,21504000,51,41246
202514,Defiance College,2013,-84.356596,41.300336,1819053,75,13467
202523,Denison University,2013,-82.520625,40.072582,13366551,36,305000
202763,The University of Findlay,2013,-83.652067,41.05441,9117869,69,7346
202806,Franklin University,2013,-82.991825,39.958402,3032000,81,1431
202903,Gods Bible School and College,2013,-84.506036,39.115484,1886404,27,
202912,Good Samaritan College of Nursing and Health Science,2013,-84.523399,39.140162,163618,45,11527
203067,Hebrew Union College-Jewish Institute of Religion,2013,-73.994499,40.728938,22161508,3,387735
203085,Heidelberg University,2013,-83.166581,41.114337,13595028,44,27948
203128,Hiram College,2013,-81.141552,41.310998,4329281,60,49493
203368,John Carroll University,2013,-81.533103,41.488978,4521044,48,51044
203535,Kenyon College,2013,-82.397977,40.374408,15699694,50,106676
203544,Kettering College,2013,-84.191583,39.694072,4325,72,
203580,Lake Erie College,2013,-81.251817,41.717841,2307467,66,27395
203757,Lourdes University,2013,-83.706649,41.708694,1737829,75,5695
203775,Malone University,2013,-81.383525,40.826516,2494539,85,7391
203845,Marietta College,2013,-81.450038,39.417638,5189396,62,40982
203960,Mercy College of Ohio,2013,-83.5526,41.657936,9212,53,11072
203997,Methodist Theological School in Ohio,2013,-83.060146,40.253643,792534,14,227971
204176,Mount Carmel College of Nursing,2013,-83.021152,39.957008,0,86,
204185,University of Mount Union,2013,-81.108624,40.905093,8483007,56,60126
204194,Mount Vernon Nazarene University,2013,-82.474667,40.373859,4699313,76,7108
204200,College of Mount St Joseph,2013,-84.640143,39.094519,1949627,78,15917
204264,Muskingum University,2013,-81.737192,39.996635,3423704,65,31533
204468,Notre Dame College,2013,-81.516212,41.506938,1646397,80,4022
204486,University of Northwestern Ohio,2013,-84.150423,40.76005,681930,92,
204501,Oberlin College,2013,-82.221786,41.29474,38802119,39,261456
204617,Ohio Dominican University,2013,-82.940499,39.99265,1247726,75,11865
204635,Ohio Northern University,2013,-83.830729,40.766144,5712704,64,44521
204909,Ohio Wesleyan University,2013,-83.067912,40.296912,21809484,38,102736
204936,Otterbein University,2013,-82.936231,40.12534,4189041,73,28859
204990,Payne Theological Seminary,2013,-83.884871,39.715286,57991,52,
205027,Pontifical College Josephinum,2013,-83.01899,40.119967,1079300,47,137636
205124,Rabbinical College Telshe,2013,-81.48439,41.593433,997783,29,1411
205203,University of Rio Grande,2013,-82.377359,38.88058,2214074,63,10676
205957,Franciscan University of Steubenville,2013,-80.623094,40.376086,3937200,70,17992
206002,Ohio Mid-Western College,2013,-84.447226,39.288512,50845,47,
206048,Tiffin University,2013,-83.18355,41.119193,1066356,89,1541
206154,Tri-State Bible College,2013,-82.585854,38.42617,925,57,
206215,Trinity Lutheran Seminary,2013,-82.940697,39.958189,2382825,7,323480
206279,Union Institute & University,2013,-84.500139,39.126856,613158,93,543
206288,United Theological Seminary,2013,-84.273831,39.81345,744431,69,7731
206330,Urbana University,2013,-83.760035,40.099881,1147176,86,2960
206349,Ursuline College,2013,-81.466716,41.494971,6085692,63,17022
206437,Walsh University,2013,-81.36911,40.873295,1928330,87,6031
206491,Wilberforce University,2013,-83.879358,39.707993,1238891,54,20831
206507,Wilmington College,2013,-83.817271,39.441097,3352124,66,25792
206516,Winebrenner Theological Seminary,2013,-83.637409,41.066303,1046366,31,16155
206525,Wittenberg University,2013,-83.814082,39.937463,4735706,66,46513
206589,The College of Wooster,2013,-81.934674,40.81046,16477712,42,122323
206622,Xavier University,2013,-84.477648,39.149291,13791496,71,21298
206817,Bacone College,2013,-95.335337,35.77707,2252348,37,7354
206835,Oklahoma Wesleyan University,2013,-95.954124,36.717752,3983529,68,4484
206862,Southern Nazarene University,2013,-97.629504,35.513295,4675364,65,11081
207157,Hillsdale Free Will Baptist College,2013,-97.491107,35.300757,1500533,53,1756
207324,Oklahoma Christian University,2013,-97.468312,35.609042,7091377,60,27015
207403,Oklahoma Baptist University,2013,-96.934334,35.359949,6939034,43,55848
207458,Oklahoma City University,2013,-97.541242,35.495271,10790250,65,28164
207582,Oral Roberts University,2013,-95.954215,36.050705,21198116,50,12590
207689,Saint Gregory's University,2013,-96.954186,35.367401,3107167,47,19940
207856,Southwestern Christian University,2013,-97.639411,35.513596,308693,87,2447
207971,University of Tulsa,2013,-95.945175,36.151887,46573670,34,216498
208488,Concordia University-Portland,2013,-122.637944,45.568242,468355,76,1806
208725,New Hope Christian College-Eugene,2013,-123.153724,44.033123,1187567,63,11370
208822,George Fox University,2013,-122.968394,45.30399,3796047,87,5850
209056,Lewis & Clark College,2013,-122.672478,45.450547,5443164,64,58571
209065,Linfield College-McMinnville Campus,2013,-123.200464,45.201333,3181219,71,40655
209108,Marylhurst University,2013,-122.647755,45.398174,1160225,84,15876
209241,Mount Angel Seminary,2013,-122.775405,45.057871,27697,27,156303
209287,Multnomah University,2013,-122.682518,45.518218,1264000,86,9499
209296,National College of Natural Medicine,2013,-122.678378,45.501565,1310517,88,706
209409,Northwest Christian University,2013,-123.079754,44.047483,797112,60,17349
209533,Oregon College of Art and Craft,2013,-122.760915,45.510599,764910,70,22989
209603,Pacific Northwest College of Art,2013,-122.683773,45.528648,3581960,58,28709
209612,Pacific University,2013,-123.108777,45.521394,2505296,83,17445
209825,University of Portland,2013,-122.726859,45.571807,12923000,73,29069
209922,Reed College,2013,-122.63064,45.480376,11630667,35,328925
210304,Warner Pacific College,2013,-122.562241,45.50349,1265480,84,8860
210331,Corban University,2013,-122.958413,44.88408,2825488,73,2058
210368,Western Seminary,2013,-122.605831,45.512344,675815,78,2528
210401,Willamette University,2013,-123.030727,44.935743,10299000,64,75786
210438,University of Western States,2013,-122.526989,45.543172,214435,86,4238
210492,Bryn Athyn College of the New Church,2013,-75.06093,40.131358,2603609,15,207241
210508,Academy of Vocal Arts,2013,-75.173683,39.947863,2033902,0,
210571,Albright College,2013,-75.910152,40.360248,4032641,70,24918
210669,Allegheny College,2013,-80.146922,41.648068,10917878,52,78877
210739,DeSales University,2013,-75.376549,40.540137,4344760,75,19292
210775,Alvernia University,2013,-75.938163,40.3102,1921740,89,8359
211024,Baptist Bible College & Seminary of Pennsylvania,2013,-75.683551,41.496219,3011554,68,2645
211088,Arcadia University,2013,-75.165205,40.091941,1995000,78,15951
211130,Biblical Theological Seminary,2013,-75.303897,40.281414,1187587,63,5725
211273,Bryn Mawr College,2013,-75.314988,40.028541,24368000,21,458469
211291,Bucknell University,2013,-76.886275,40.954489,32524000,47,180935
211352,Cabrini College,2013,-75.37215,40.054565,4008185,70,16867
211370,Calvary Baptist Theological Seminary,2013,-75.313469,40.231792,708715,23,46260
211431,Carlow University,2013,-79.963927,40.439851,4378044,82,9251
211440,Carnegie Mellon University,2013,-79.942914,40.444616,110972980,39,75155
211468,Cedar Crest College,2013,-75.519799,40.586695,4334016,69,16877
211556,Chatham University,2013,-79.926083,40.448432,16608427,60,29301
211583,Chestnut Hill College,2013,-75.228847,40.087048,3513231,80,3776
211893,Curtis Institute of Music,2013,-75.170127,39.948491,4032635,5,604428
211981,Delaware Valley College,2013,-75.158202,40.29757,3702169,78,15150
212009,Dickinson College,2013,-77.197854,40.202796,14489380,52,142411
212054,Drexel University,2013,-75.188745,39.954855,49155000,62,23977
212106,Duquesne University,2013,-79.993046,40.437496,8149000,77,21257
212133,Eastern University,2013,-75.370268,40.052306,3005494,74,6938
212197,Elizabethtown College,2013,-76.594175,40.150372,3850725,78,28884
212443,Evangelical Theological Seminary,2013,-76.306252,40.372981,615421,45,22407
212452,Faith Theological Seminary,2013,-76.606051,39.37159,41799,66,
212577,Franklin and Marshall College,2013,-76.319037,40.048045,16077063,58,118460
212601,Gannon University,2013,-80.086258,42.126111,3271000,80,12180
212656,Geneva College,2013,-80.352545,40.773474,3231047,70,17873
212674,Gettysburg College,2013,-77.234982,39.836091,16356901,60,94361
212771,Gratz College,2013,-75.133025,40.065782,528905,65,3868
212832,Gwynedd Mercy University,2013,-75.238052,40.197566,2530000,79,8400
212911,Haverford College,2013,-75.302562,40.013368,23292108,27,345178
212984,Holy Family University,2013,-74.990365,40.060414,295518,87,5620
213011,Immaculata University,2013,-75.57063,40.027963,3048638,86,4218
213251,Juniata College,2013,-78.015204,40.499511,7770445,51,60069
213303,Keystone College,2013,-75.777456,41.558969,1796416,80,4096
213321,King's College,2013,-75.878603,41.248118,2689554,75,25137
213358,La Roche College,2013,-80.011977,40.569777,112352,85,3583
213367,La Salle University,2013,-75.152996,40.038503,12176014,76,14979
213385,Lafayette College,2013,-75.209058,40.700512,20987381,38,292362
213400,Lancaster Bible College,2013,-76.287781,40.074375,5193415,67,9020
213446,Lancaster Theological Seminary,2013,-76.317892,40.045765,1379884,22,137974
213507,Lebanon Valley College,2013,-76.513753,40.331733,2804166,82,25904
213543,Lehigh University,2013,-75.378887,40.607158,48765000,42,168081
213631,Lutheran Theological Seminary at Gettysburg,2013,-77.244231,39.831961,8374479,6,303628
213640,Lutheran Theological Seminary at Philadelphia,2013,-75.191496,40.061636,2914490,19,163834
213668,Lycoming College,2013,-77.0003,41.246127,4385063,52,118787
213826,Marywood University,2013,-75.633996,41.434978,6267498,76,13657
213987,Mercyhurst University,2013,-80.055568,42.103991,1562991,68,9306
213996,Messiah College,2013,-76.988492,40.15867,5840709,71,40027
214069,Misericordia University,2013,-75.971016,41.344765,4858997,79,11268
214148,Moore College of Art and Design,2013,-75.172105,39.957078,1057063,77,32074
214157,Moravian College,2013,-75.380979,40.630888,5468070,67,55153
214166,Mount Aloysius College,2013,-78.601358,40.459948,840972,61,14856
214175,Muhlenberg College,2013,-75.508954,40.597362,5396278,67,70771
214272,Neumann University,2013,-75.437928,39.874944,660985,89,8706
214564,Salus University,2013,-75.128089,40.085816,620594,68,25200
214883,Peirce College,2013,-75.166332,39.945483,213173,86,164
214971,Pennsylvania Academy of the Fine Arts,2013,-75.162718,39.954736,3298322,44,40694
215053,Pennsylvania College of Art and Design,2013,-76.308379,40.04108,352795,90,5744
215062,University of Pennsylvania,2013,-75.193618,39.951002,448755000,21,357306
215099,Philadelphia University,2013,-75.194249,40.022281,8236801,83,6773
215105,The University of the Arts,2013,-75.165888,39.946017,154902,68,21470
215114,Cairn University-Langhorne,2013,-74.909509,40.165809,1884717,77,9227
215123,Philadelphia College of Osteopathic Medicine,2013,-75.214198,40.006308,0,78,72718
215132,University of the Sciences,2013,-75.208241,39.946552,4239132,72,52480
215424,Pittsburgh Theological Seminary,2013,-79.9209,40.46719,2767703,2,878568
215442,Point Park University,2013,-80.001462,40.438526,2291264,75,8916
215619,Reconstructionist Rabbinical College,2013,-75.151005,40.086061,2275910,8,636530
215628,Reformed Presbyterian Theological Seminary,2013,-79.897293,40.447851,629206,33,22123
215655,Robert Morris University,2013,-80.211785,40.521088,3489955,86,5875
215691,Rosemont College,2013,-75.329898,40.034771,3385009,67,16442
215743,Saint Francis University,2013,-78.638469,40.502782,3317581,65,14432
215770,Saint Joseph's University,2013,-75.238343,39.994442,14051665,75,29618
215798,Saint Vincent College,2013,-79.403702,40.29252,5189537,57,41919
215813,Saint Vincent Seminary,2013,-79.403762,40.292651,,57,48374
215929,University of Scranton,2013,-75.658031,41.40715,5655232,75,25724
215947,Seton Hill University,2013,-79.556228,40.308623,11846883,59,15171
216047,Saint Charles Borromeo Seminary-Overbrook,2013,-75.255675,39.99133,0,37,82075
216278,Susquehanna University,2013,-76.87521,40.79774,3575170,68,53589
216287,Swarthmore College,2013,-75.356066,39.904081,43336000,15,1034611
216311,Talmudical Yeshiva of Philadelphia,2013,-75.247987,39.989483,2071946,43,
216357,Thiel College,2013,-80.382134,41.41308,4539395,61,26599
216366,Thomas Jefferson University,2013,-75.158147,39.949062,21526829,34,92109
216463,Trinity Episcopal School for Ministry,2013,-80.229331,40.593686,2041487,9,94148
216524,Ursinus College,2013,-75.455654,40.19405,3382232,63,77155
216542,Valley Forge Christian College,2013,-75.54864,40.118341,1318364,88,2865
216597,Villanova University,2013,-75.345457,40.039388,55600733,63,42422
216667,Washington & Jefferson College,2013,-80.240388,40.171898,10759769,55,85834
216694,Waynesburg University,2013,-80.18727,39.899419,2714113,70,25526
216807,Westminster College,2013,-80.331376,41.118456,8529970,48,64784
216816,Westminster Theological Seminary,2013,-75.17638,40.09858,3326329,41,31558
216852,Widener University-Main Campus,2013,-75.356718,39.86158,3910672,85,14327
216931,Wilkes University,2013,-75.88833,41.243204,3424389,78,9646
217013,Wilson College,2013,-77.658075,39.947461,3602470,29,127590
217040,Yeshivath Beth Moshe,2013,-75.656643,41.394623,1086044,44,
217059,York College Pennsylvania,2013,-76.727266,39.946709,4979870,76,13243
217156,Brown University,2013,-71.404467,41.827605,194721000,28,303300
217165,Bryant University,2013,-71.539147,41.920149,7596000,70,44633
217235,Johnson & Wales University-Providence,2013,-71.413322,41.820558,4176521,84,13776
217305,New England Institute of Technology,2013,-71.502892,41.661783,267296,82,46293
217402,Providence College,2013,-71.43792,41.844064,17451822,70,44556
217493,Rhode Island School of Design,2013,-71.407692,41.825935,7819286,72,118596
217518,Roger Williams University,2013,-71.261836,41.647314,3710000,84,14636
217536,Salve Regina University,2013,-71.301125,41.471445,4257000,82,21272
217606,Northpoint Bible College,2013,-71.079336,42.765366,1276077,72,1357
217624,Allen University,2013,-81.020045,34.010348,3031988,51,459
217633,Anderson University,2013,-82.640205,34.515506,2908879,76,15079
217688,Charleston Southern University,2013,-80.069288,32.981986,1963727,78,5013
217721,Benedict College,2013,-81.021412,34.011285,1387730,72,6909
217776,Southern Wesleyan University,2013,-82.761586,34.728068,2710637,82,2753
217873,Claflin University,2013,-80.854368,33.497367,5263106,54,11053
217891,Clinton College,2013,-81.043469,34.913721,271472,21,4462
217907,Coker College,2013,-80.067713,34.37709,9141204,51,22100
217925,Columbia International University,2013,-81.069502,34.081233,16808000,34,4647
217934,Columbia College,2013,-81.001369,34.062923,3043301,69,18743
217961,Converse College,2013,-81.918829,34.956232,2744464,58,52827
217998,Erskine College,2013,-82.390797,34.330674,2549015,50,60083
218070,Furman University,2013,-82.441473,34.920785,20937355,42,198459
218238,Limestone College,2013,-81.648033,35.052919,2523175,86,5102
218265,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,2013,-81.039018,34.042019,2260224,29,266876
218399,Morris College,2013,-80.346346,33.938707,1062315,57,14368
218414,Newberry College,2013,-81.601966,34.286201,0,73,20081
218441,North Greenville University,2013,-82.37026,35.069758,8758213,57,8936
218539,Presbyterian College,2013,-81.874408,34.465697,3963075,56,59223
218751,Sherman College of Straight Chiropractic,2013,-81.986044,35.014125,341461,80,2204
218919,Voorhees College,2013,-81.130104,33.307455,0,40,8945
218973,Wofford College,2013,-81.934572,34.957914,8614505,48,95720
219000,Augustana College,2013,-96.738507,43.525939,13223036,49,33083
219091,Dakota Wesleyan University,2013,-98.030566,43.695995,3511801,51,29980
219198,Mount Marty College,2013,-97.409904,42.874475,1648513,66,18673
219240,Sioux Falls Seminary,2013,-96.742135,43.53236,1026378,35,2292
219295,Presentation College,2013,-98.49077,45.482833,1489012,68,17512
219374,Sinte Gleska University,2013,-100.622549,43.298878,0,12,4331
219383,University of Sioux Falls,2013,-96.738229,43.531574,5898563,61,16655
219505,American Baptist College,2013,-86.789301,36.201155,481083,63,17743
219578,Aquinas College,2013,-86.844214,36.132187,2315707,57,20013
219639,Baptist Memorial College of Health Sciences,2013,-90.027501,35.138415,0,78,20953
